274955883,360712.45579976885,5478654.380610883
275279872,360892.34405442217,5479103.308792945
352945394,361250.9261585146,5478769.247877849
828827282,361539.36270505446,5478473.274523525
1259180944,361377.59672826284,5478251.455732171
1259180947,361285.81285593903,5478207.232433437
1570918979,360100.0557093896,5475110.184504064
1846627879,361504.92112475855,5475417.742280878
1846738503,361597.4862236234,5475302.406805967
2126785213,362418.5263973242,5477954.216462078
2491568046,361105.0917609037,5477030.218845869
2493935416,359971.86507278413,5480294.047563912
2552708037,365643.69159087137,5478193.540955261
2552708045,365587.406851248,5478096.217626567
2552708048,365599.742796223,5478110.886084939
2552708055,365630.61064017087,5478112.863375557
3042056295,363471.6143919905,5481518.238988796
3042056296,363573.54979090777,5481481.997767945
3160228366,361311.8404490821,5470594.931239128
3160236290,361326.2156502713,5470537.559733848
3160237663,361331.5644323202,5470527.335389148
3160242369,361304.475240581,5470619.32230104
3250115165,363675.12796666066,5481180.8516311
3250115167,363685.81505256117,5481188.460193027
3292571561,361809.6591895124,5478871.0516655985
3572126694,362318.22663913056,5479926.793852632
3604937697,362047.64601967996,5477961.37380582
3626508493,361992.1746554477,5477906.733927213
3632993815,364116.8425332274,5476043.401714291
3642867793,357271.40517960046,5472334.990496261
3652443625,361606.66359037615,5478688.868565642
3662745326,361826.22157170705,5478863.491482444
3674901025,361989.52909057064,5477912.562712566
3734468325,360516.1848613215,5477059.850795439
3738757325,361430.14394671866,5477471.317572433
3745477125,365575.1981264645,5477989.701731263
3752807394,363439.98586343654,5481555.2814252395
3758958357,358579.90851457644,5474734.755683428
3764032559,361299.1444464341,5477534.60711895
3765443357,357199.83700730174,5472350.705763971
3863027647,361392.19900897495,5476880.28381685
3872875964,361552.2633388128,5475620.003956484
3878858089,361973.3733171003,5477628.408834674
3886050865,361567.477691535,5478272.048819322
3886782477,362210.2103182162,5477805.681942553
3891122760,361254.69629118394,5478851.4556814255
3891698614,361465.63641272316,5478800.0739913015
3895622089,360015.93029705697,5476952.323229032
3897499410,363010.0700280712,5478270.491204971
3897533165,361439.69701662706,5476792.583155891
3897533166,361425.7971029052,5476807.240314274
3899082233,362395.38841323054,5477946.500838457
3899082234,362388.9581146692,5477891.912946189
3899082235,362378.7883260191,5477910.355905467
3899082241,362415.6367744354,5477914.923197882
3899082242,362410.2956119858,5477904.456974584
3899082243,362429.482012011,5477933.562471892
3908418414,361656.25634402176,5478550.114381735
4009638589,358620.07391698327,5482742.669900851
4030712518,362234.8753081628,5477875.382947882
4030712521,362228.50844664365,5477897.623576758
4030712522,362222.48264428007,5477889.076896788
4089834173,361643.9295640102,5475324.635753472
4096890955,360585.12605204864,5475863.827477358
4104674769,364745.0405278489,5480450.713805055
4127049661,360346.04883741366,5473912.038775936
4177197018,362285.33343052655,5477943.610935411
4177197026,362300.84880812,5477986.201193961
4177197029,362313.2400726391,5478013.052585407
4177214169,362358.4720621369,5477697.552427555
4215049295,367490.26021427603,5473385.931891415
4215276696,363106.7195997699,5481979.179685709
4293342493,360510.44191809045,5476680.325544153
4379140989,362264.8893610813,5478203.114521629
4380573291,361036.3067265571,5480585.852862002
4429556656,365590.3306207565,5478027.526650696
4489797163,361166.458804308,5477443.135829808
4489818791,361180.2221727399,5477479.471866222
4489833542,361206.2213939709,5477533.717664735
4498455374,365731.455360218,5477597.416666675
4500357019,361649.6821503745,5477295.410881353
4500358506,361604.09295629663,5477375.3417768255
4503439213,361490.45332830865,5477580.2126286775
4503439219,361476.71112162794,5477553.208036178
4503469849,361470.2612927754,5477539.155582207
4540947660,361414.2695332037,5475210.003981565
4542946689,361456.2493249634,5478293.922158637
4546496819,361399.62134974665,5475250.864714927
4552254765,364744.9723545886,5480461.427258119
4573410074,361976.0696130579,5477913.859215796
4597195803,362137.360559334,5478287.720847007
4605381986,360983.3065704041,5476705.190600244
4634700891,358941.98754070385,5472657.210531009
4647423685,360742.9343357192,5477414.330933528
4671884902,361440.9253270277,5477436.160796085
4693842838,360249.88630042854,5477113.571080363
4727939903,360172.9118727883,5473505.643049302
4728046735,360148.5409123505,5473386.041891603
4728484984,360693.5306975221,5477021.746763121
4731316021,362534.5130169217,5471714.367941982
4738069642,358070.35050839966,5475655.854541536
4761351421,361569.0284734475,5478266.837079386
4824796281,361415.99601358257,5478224.541666393
4849618766,360938.20607759093,5472673.883747293
4858507146,361606.6184967959,5477153.285328892
4894489033,362806.23337832006,5477362.614411783
4897330421,361685.38210534374,5477993.455232338
4899649622,360743.96543262375,5473836.625788035
4970242632,361690.1286728277,5475349.563140585
4970242637,361723.18753205356,5475364.27798803
5003521284,361529.56303628033,5478472.677442327
5020549200,361543.06632277987,5475419.223769626
5020549201,361533.5855812737,5475419.68622956
5105541338,361000.28047882253,5477281.461571438
5165053893,361184.6974724048,5478582.117922725
5180557317,362317.5807204214,5478940.698907409
5309099676,361850.23396128684,5478574.573059884
5309099678,361838.8329818861,5478579.76679161
5312282833,361737.18931904493,5477533.498612862
5312282835,361730.54355478974,5477528.594382806
5312282836,361722.61219453125,5477523.055269236
5312311184,361699.96864135464,5477505.752595728
5312311185,361695.8277476592,5477502.6537854485
5312599338,361598.8716074184,5477370.835450805
5320790304,361490.97538197617,5478228.825536388
5320927221,364684.0989320392,5477920.258191901
5322501636,361523.485036102,5478112.005139266
5322501637,361514.1821547026,5478115.867143686
5340614903,362541.2041262953,5471630.57465178
5363042922,361995.8274110843,5478540.259946947
5363043023,362094.56258778914,5478508.912887992
