360904.66303173767;5478627.982561978;college;Institut SupÃ©rieur de Formation Providence MisÃ©ricorde;500
360960.88768351893;5476930.045592091;college;BTP-CFA Georges Lanfry;500
356200.07745891705;5478649.092448403;college;Institut du DÃ©veloppement Social;500
361419.2637373242;5478742.65085621;college;Ã‰cole technique privÃ©e Catherine LorÃ¨ne;500
363185.19629317574;5482172.863310279;college;IRFSS - Croix-Rouge;500
361757.0025095488;5482247.159267827;college;Ã‰cole supÃ©rieure d'informatique du CESI;500
361745.5632466023;5482241.942821076;college;Ã‰cole d'ingÃ©nieurs du Centre d'Ã©tudes supÃ©rieures industrielles;500
360503.626616918;5481858.026891295;college;Les Compagnons Du Devoir;500
361143.4371399011;5475326.806039051;college;Centre de formation d'apprentis industriel Marcel Sembat;500
362237.29623200186;5478124.521688782;college;Ã‰cole rÃ©gionale des beaux-arts de Rouen;500
360801.5300855947;5478671.465925524;driving_school;;5
363733.3076296457;5481286.128607127;driving_school;Sens Unique;5
364382.1611245556;5482236.016402077;driving_school;Sens Unique;5
366256.37277125556;5473251.889454787;driving_school;CER;5
365671.91491156;5478374.767184979;driving_school;Ligne De Conduite;5
365670.5390522649;5478374.856621125;driving_school;C E R Karl Raoult;5
361341.6364575848;5477426.609342505;driving_school;CER;5
361460.87716259866;5478191.779424101;driving_school;Permispascher.fr;5
360222.5647191532;5473496.0765740415;driving_school;Auto Ã©cole Le Madrillet;5
361546.95295405586;5478141.588792961;driving_school;Ligne de Conduite;5
358709.2720718937;5481448.074479666;library;MÃ©diathÃ¨que Anne Franck;20
362028.9044731874;5476611.053049524;library;Simone de Beauvoir;20
361050.8143047396;5477164.880887056;library;Saint-Sever;20
361811.10588865704;5478460.211235677;library;Roger-Parment;20
361238.864404383;5475427.22156527;library;BibliothÃ¨que municipale;20
361906.7176759874;5478633.012244891;library;BibliothÃ¨que patrimoniale Villon;20
364784.9352409707;5480359.793816767;library;Le ChÃ¢telet;20
360203.48667440587;5473402.3136386685;library;Elsa-Triolet;20
